Indicator Name,Indicator Code,Year,Value
"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,1989,57.7
Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,1989,19.5
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,1989,0.4
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1989,0.5
Income share held by highest 10%,SI.DST.10TH.10,1989,27.3
Income share held by second 20%,SI.DST.02ND.20,1989,11.1
Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,1989,-14142613009.4446
Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN,1989,24790000000.0
Gross savings (current LCU),NY.GNS.ICTR.CN,1989,1114176000000.0
GNI per capita (constant LCU),NY.GNP.PCAP.KN,1989,38279.6678335136
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1989,23770.0
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1989,3.67895021355413
GNI (current US$),NY.GNP.MKTP.CD,1989,5598542000000.0
Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1989,1183394000000.0
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1989,38911.5418950729
GDP (constant 2015 US$),NY.GDP.MKTP.KD,1989,9604107859000.0
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1989,0.0529651169270773
Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1989,5270141879000.0
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,1989,0.181418018510338
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1989,19138.5568943266
Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,1989,4.92565618506061
Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1989,0.0330362584970567
Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,1989,0.0
Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1989,4.3
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,1989,1878.2126
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,1989,124.1355
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,1989,4.5317
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,1989,1.723
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,1989,379.3977
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,1989,6291.0606
Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,1989,0.528841322334841
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,1989,671.1065
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,1989,12.8768
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,1989,1.1366
Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,1989,25.4885588224569
"Listed domestic companies, total",CM.MKT.LDOM.NO,1989,6627.0
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1989,75780000000.0
"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,1989,13820000000.0
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1989,487063000000.0
"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,1989,3820000000.0
"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,1989,-26180000000.0
"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,1989,52314500000.0
"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,1989,-47398000000.0
"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,1989,17620000000.0
"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,1989,29.9580528728905
"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1989,477679000000.0
"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,1989,33.9771729587357
Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,1989,72.05
Permanent cropland (% of land area),AG.LND.CROP.ZS,1989,0.227143693170404
Arable land (hectares),AG.LND.ARBL.HA,1989,185726000.0
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,1989,79.1859395848617
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1989,27.2632493483927
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,1989,31.4769765421373
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1989,0.870861189024005
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1989,11.6161113176982
Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1989,78.8766428577838
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,1989,68.8338831328478
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1989,11.7199820155573
Commercial service imports (current US$),TM.VAL.SERV.CD.WT,1989,85610000000.0
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1989,485847115000.0
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1989,1.0520177731219
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1989,21.1992737674278
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1989,3.37254808486665
Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,1989,11.3779060665485
"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,1989,3.44
"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,1989,2.89
"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,1989,4.56
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,1989,5.28
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,1989,4.78
"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,1989,5.78
Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,1989,26.9139831406
Rural population (% of total population),SP.RUR.TOTL.ZS,1989,24.911
"Population, female",SP.POP.TOTL.FE.IN,1989,125736225.0
Population growth (annual %),SP.POP.GROW,1989,0.944405555428529
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1989,1.05
"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1989,2.82341896408374
"Population ages 65 and above, total",SP.POP.65UP.TO,1989,30156028.0
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1989,18020772.0
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1989,4.48629445179238
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,1989,4.58588756138318
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,1989,6.87395783331529
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,1989,8.66581548560678
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,1989,7.43319952177359
"Population ages 15-64, male",SP.POP.1564.MA.IN,1989,81824202.0
"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,1989,6.77491053164695
"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,1989,6.91225091841091
"Population ages 0-14, male",SP.POP.0014.MA.IN,1989,27123316.0
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,1989,7.30025222316592
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1989,2.014
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,1989,10.7
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1989,92.515
Real effective exchange rate index (2010 = 100),PX.REX.REER,1989,110.996477834419
Net secondary income (Net current transfers from abroad) (constant LCU),NY.TRF.NCTR.KN,1989,-56227062758.4732
Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,1989,24790000000.0
Gross savings (current US$),NY.GNS.ICTR.CD,1989,1114176000000.0
GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,1989,1.51563442963727
GNI (constant 2015 US$),NY.GNP.MKTP.KD,1989,9448149335000.0
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1989,5866446687076.88
Gross domestic savings (current US$),NY.GDS.TOTL.CD,1989,1183394000000.0
GDP per capita (current LCU),NY.GDP.PCAP.CN,1989,22857.1544330056
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,1989,0.113603154014383
Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,1989,5270141879000.0
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1989,58.7413228050462
Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1989,593179137990.555
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1989,2.31716765828796
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1989,275756999989.758
Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1989,1849495618.81011
Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,1989,0.0
Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,1989,240730383000.0
Trade (% of GDP),NE.TRD.GNFS.ZS,1989,19.4151106604887
Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1989,695209822000.0
Imports of goods and services (current US$),NE.IMP.GNFS.CD,1989,591030000000.0
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,1989,1736299561000.0
Changes in inventories (current LCU),NE.GDI.STKB.CN,1989,27693000000.0
Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,1989,2.93051315824601
Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1989,11.5766778423619
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,1989,101.537512540813
Gross national expenditure (current US$),NE.DAB.TOTL.CD,1989,5728320000000.0
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,1989,2.9466338089271
Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,1989,63.3999340610255
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,1989,24624.0456731451
General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1989,1944371317000.0
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1989,881429000000.0
Military expenditure (current LCU),MS.MIL.XPND.CN,1989,321866558808.32
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1989,1783000000.0
Mobile cellular subscriptions,IT.CEL.SETS,1989,3508944.0
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1989,6522100.0
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,1989,896.0221
Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,1989,14.858
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1989,41.5055888598584
Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,1989,3382233600000.0
"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,1989,0.0180800414068399
"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1989,8990000000.0
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,1989,24.6814535158093
"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1989,359923000000.0
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,1989,37.966021708353
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,1989,-73643000000.0
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,1989,-93126000000.0
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1989,-99506000000.0
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1989,50980000000.0
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1989,2530000000.0
"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1989,580189000000.0
Cereal yield (kg per hectare),AG.YLD.CREL.KG,1989,4473.9
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,1989,62.81
Land area (sq. km),AG.LND.TOTL.K2,1989,9158960.0
Arable land (% of land area),AG.LND.ARBL.ZS,1989,20.2747473512277
Agricultural land (sq. km),AG.LND.AGRI.K2,1989,4269480.0
Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,1989,36.7940920938315
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,1989,115100000000.0
Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1989,348585864000.0
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1989,1.64337645085918
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1989,20.2524959531922
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1989,3.21408660909693
Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1989,2.8238903031564
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,1989,31.9645542895
Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,1989,35.8719775727135
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1989,1.06086314827659
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1989,6.12135877353105
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1989,3.08953959724552
Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,1989,82.3
"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,1989,3.6
"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,1989,5.75
"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,1989,6.39
Urban population growth (annual %),SP.URB.GROW,1989,1.14036493918274
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,1989,50.9426847513223
Age dependency ratio (% of working-age population),SP.POP.DPND,1989,50.77464898173
"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1989,1.88804582714484
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,1989,12.2178715566084
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,1989,14.3322034391514
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1989,4.07909564857868
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,1989,4.5385662891125
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,1989,7.11241920034097
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,1989,9.10904855713058
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,1989,8.1256446994602
"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,1989,67.5770788048605
"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,1989,7.47143645523802
"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,1989,7.51975746767205
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,1989,22.4006394531469
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,1989,7.93471926971758
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1989,84.859
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1989,78.5
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1989,174.804
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,1989,8.0
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1989,0.0231846979153099
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,1989,94.0
Number of under-five deaths,SH.DTH.MORT,1989,46331.0
"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,67.6751098632812
"Secondary education, duration (years)",SE.SEC.DURS,1989,6.0
"Primary education, duration (years)",SE.PRM.DURS,1989,6.0
"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,1989,59.977180480957
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1989,1.0
Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,1989,-30400000000.0
Gross savings (% of GDP),NY.GNS.ICTR.ZS,1989,19.749360994615
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,1989,38279.6678335136
Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1989,9589965245990.55
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1989,1.07193822037119
GDP per capita (constant LCU),NY.GDP.PCAP.KN,1989,38911.5418950729
GDP per capita (current US$),NY.GDP.PCAP.CD,1989,22857.1544330056
GDP (constant LCU),NY.GDP.MKTP.KN,1989,9604107859000.0
GDP (current LCU),NY.GDP.MKTP.CN,1989,5641580000000.0
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1989,1.35542715627139
Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,1989,7986144015827.9
Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,1989,19.898877907738
Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1989,0.616500203722375
Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,1989,14.9732217226774
Expense (current LCU),GC.XPN.TOTL.CN,1989,1177010000000.0
Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,1989,17.2758109980412
Compensation of employees (% of expense),GC.XPN.COMP.ZS,1989,10.4238706553045
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,1989,549320000000.0
Other taxes (current LCU),GC.TAX.OTHR.CN,1989,8770000000.0
Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1989,16450000000.0
Social contributions (% of revenue),GC.REV.SOCL.ZS,1989,33.907601165735
Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,1989,-2.62160600399179
"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,1989,2.47271154534723
